OID_,FID_WorldCup_XYTableToPoint1,National_Team,Number,POS,PLAYER_NAME,FIRST_NAME_S_,LAST_NAME_S_,NAME_ON_SHIRT,DOB,CLUB,HEIGHT__CM_,Birth,birth_lat,birth_long,FID_WCSHP,FID_1,COUNTRY,ISO,COUNTRYAFF,AFF_ISO,SHAPE_Leng
812,209,Denmark,1,Goalkeeper,Schmeichel Kasper,Kasper Peter,SCHMEICHEL,SCHMEICHEL,11/5/1986 0:00,OGC Nice (FRA),190,"Copenhagen, Denmark",55.6760968,12.5683371,63,63,Denmark,DK,Denmark,DK,45.38183934
813,223,Denmark,15,Midfielder,Norgaard Christian,Christian Thers,NØRGAARD,NØRGAARD,3/10/1994 0:00,Brentford FC (ENG),186,"Copenhagen, Denmark",55.6760968,12.5683371,63,63,Denmark,DK,Denmark,DK,45.38183934
814,228,Denmark,20,Forward,Yurary Poulsen Yussuf,Yussuf Yurary,POULSEN,YURARY,6/15/1994 0:00,RB Leipzig (GER),193,"Copenhagen, Denmark",55.6760968,12.5683371,63,63,Denmark,DK,Denmark,DK,45.38183934
815,229,Denmark,21,Forward,Cornelius Andreas,Andreas Evald,CORNELIUS,CORNELIUS,3/16/1993 0:00,FC København (DEN),195,"Copenhagen, Denmark",55.6760968,12.5683371,63,63,Denmark,DK,Denmark,DK,45.38183934
816,231,Denmark,23,Midfielder,Hojbjerg Pierre-emile,Pierre-Emile Kordt,HØJBJERG,HØJBJERG,8/5/1995 0:00,Tottenham Hotspur FC (ENG),187,"Copenhagen, Denmark",55.6760968,12.5683371,63,63,Denmark,DK,Denmark,DK,45.38183934
817,752,Tunisia,25,Forward,Ben Slimane Anis,Anis,BEN SLIMANE,BEN SLIMANE,3/16/2001 0:00,Brøndby IF (DEN),188,"Copenhagen, Denmark",55.6760968,12.5683371,63,63,Denmark,DK,Denmark,DK,45.38183934
818,216,Denmark,8,Midfielder,Delaney Thomas,Thomas Joseph,DELANEY,DELANEY,9/3/1991 0:00,Sevilla FC (ESP),180,"Frederiksberg, Denmark",55.677069,12.513321,63,63,Denmark,DK,Denmark,DK,45.38183934
819,226,Denmark,18,Defender,Wass Daniel,Daniel,WASS,WASS,5/31/1989 0:00,Brøndby IF (DEN),181,"Gladsaxe, Denmark",55.733461,12.488686,63,63,Denmark,DK,Denmark,DK,45.38183934
820,222,Denmark,14,Midfielder,Damsgaard Mikkel,Mikkel Krogh,DAMSGAARD,DAMSGAARD,7/3/2000 0:00,Brentford FC (ENG),180,"Jyllinge, Denmark",55.748496,12.110293,63,63,Denmark,DK,Denmark,DK,45.38183934
821,212,Denmark,4,Defender,Kjaer Simon,Simon Thorup,KJÆR,KJÆR,3/26/1989 0:00,AC Milan (ITA),191,"Horsens, Denmark",55.8581302,9.8475881,63,63,Denmark,DK,Denmark,DK,45.38183934
822,230,Denmark,22,Goalkeeper,Ronnow Frederik,Frederik Riis,RØNNOW,RØNNOW,8/4/1992 0:00,1. FC Union Berlin (GER),190,"Horsens, Denmark",55.8581302,9.8475881,63,63,Denmark,DK,Denmark,DK,45.38183934
823,214,Denmark,6,Defender,Christensen Andreas,Andreas Bødtker,CHRISTENSEN,A. CHRISTENSEN,4/10/1996 0:00,FC Barcelona (ESP),192,"Lillerød, Denmark",55.8684723,12.3429773,63,63,Denmark,DK,Denmark,DK,45.38183934
824,219,Denmark,11,Midfielder,Skov Olsen Andreas,Andreas Skov,OLSEN,SKOV OLSEN,12/29/1999 0:00,Club Brugge (BEL),187,"Hillerød, Denmark",55.927909,12.300806,63,63,Denmark,DK,Denmark,DK,45.38183934
825,221,Denmark,13,Defender,Kristensen Rasmus,Rasmus Nissen,KRISTENSEN,KRISTENSEN,7/11/1997 0:00,Leeds United FC (ENG),187,"Brande, Denmark",55.9426864,9.1287953,63,63,Denmark,DK,Denmark,DK,45.38183934
827,211,Denmark,3,Defender,Nelsson Victor,Victor Enok,NELSSON,NELSSON,10/14/1998 0:00,Galatasaray SK (TUR),185,"Hornbæk, Denmark",56.084962,12.458537,63,63,Denmark,DK,Denmark,DK,45.38183934
828,220,Denmark,12,Forward,Dolberg Kasper,Kasper Dolberg,RASMUSSEN,DOLBERG,10/6/1997 0:00,Sevilla FC (ESP),187,"Silkeborg, Denmark",56.176362,9.5549216,63,63,Denmark,DK,Denmark,DK,45.38183934
832,213,Denmark,5,Defender,Maehle Joakim,Joakim Mæhle,PEDERSEN,MÆHLE,5/20/1997 0:00,Atalanta Bergamo (ITA),185,"Østervrå, Denmark",57.3411787,10.2382091,63,63,Denmark,DK,Denmark,DK,45.38183934
105,245,Ecuador,11,Forward,Estrada Michael,Michael Steveen,ESTRADA MARTÍNEZ,ESTRADA,4/7/1996 0:00,Cruz Azul (MEX),187,"Guayaquil, Ecuador",-2.1894128,-79.8890662,67,67,Ecuador,EC,Ecuador,EC,35.22053673
106,246,Ecuador,12,Goalkeeper,Ramirez Moises,Wellington Moises,RAMÍREZ PRECIADO,RAMIREZ,9/9/2000 0:00,Independiente Del Valle (ECU),185,"Guayaquil, Ecuador",-2.1894128,-79.8890662,67,67,Ecuador,EC,Ecuador,EC,35.22053673
107,248,Ecuador,14,Defender,Arreaga Xavier,Xavier Ricardo,ARREAGA BERMELLO,ARREAGA,9/28/1994 0:00,Seattle Sounders FC (USA),184,"Guayaquil, Ecuador",-2.1894128,-79.8890662,67,67,Ecuador,EC,Ecuador,EC,35.22053673
108,249,Ecuador,15,Midfielder,Mena Angel,Angel Israel,MENA DELGADO,MENA,1/21/1988 0:00,Club León (MEX),168,"Guayaquil, Ecuador",-2.1894128,-79.8890662,67,67,Ecuador,EC,Ecuador,EC,35.22053673
109,252,Ecuador,18,Defender,Palacios Diego,Diego Jose,PALACIOS ESPINOZA,PALACIOS,7/12/1999 0:00,Los Angeles FC (USA),169,"Guayaquil, Ecuador",-2.1894128,-79.8890662,67,67,Ecuador,EC,Ecuador,EC,35.22053673
110,253,Ecuador,19,Midfielder,Plata Gonzalo,Gonzalo Jordy,PLATA JIMENEZ,PLATA,11/1/2000 0:00,Real Valladolid CF (ESP),178,"Guayaquil, Ecuador",-2.1894128,-79.8890662,67,67,Ecuador,EC,Ecuador,EC,35.22053673
111,255,Ecuador,21,Midfielder,Franco Alan,Alan Steven,FRANCO PALMA,FRANCO,8/21/1998 0:00,CA Talleres (ARG),175,"Jujan, Ecuador",-1.8907804,-79.5550787,67,67,Ecuador,EC,Ecuador,EC,35.22053673
113,242,Ecuador,8,Midfielder,Gruezo Carlos,Carlos Armando,GRUEZO ARVOLEDA,GRUEZO,4/19/1995 0:00,FC Augsburg (GER),172,"Santo Domingo, Ecuador",-0.2538414,-79.1763307,67,67,Ecuador,EC,Ecuador,EC,35.22053673
114,257,Ecuador,23,Midfielder,Caicedo Moises,Moises Isaac,CAICEDO COROZO,CAICEDO,11/2/2001 0:00,Brighton & Hove Albion FC (ENG),178,"Santo Domingo, Ecuador",-0.2538414,-79.1763307,67,67,Ecuador,EC,Ecuador,EC,35.22053673
115,251,Ecuador,17,Defender,Preciado Angelo,Angelo Smit,PRECIADO QUIÑONEZ,ANGELO,2/18/1998 0:00,KRC Genk (BEL),174,"Shushufindi, Ecuador",-0.1882903,-76.6421554,67,67,Ecuador,EC,Ecuador,EC,35.22053673
116,258,Ecuador,24,Forward,Reasco Djorkaeff,Djorkaeff Neicer,REASCO GONZALEZ,REASCO,1/18/1999 0:00,CA Newells Old Boys (ARG),172,"Quito, Ecuador",-0.1806532,-78.4678382,67,67,Ecuador,EC,Ecuador,EC,35.22053673
117,240,Ecuador,6,Defender,Pacho William,William Joel,PACHO TENORIO,PACHO,10/16/2001 0:00,Royal Antwerp FC (BEL),188,"Quinindé, Ecuador",0.3268809,-79.4647633,67,67,Ecuador,EC,Ecuador,EC,35.22053673
118,244,Ecuador,10,Midfielder,Ibarra Romario,Romario Andres,IBARRA MINA,IBARRA,9/24/1994 0:00,CF Pachuca (MEX),175,"Atuntaqui, Ecuador",0.3323852,-78.2162833,67,67,Ecuador,EC,Ecuador,EC,35.22053673
119,260,Ecuador,26,Forward,Rodriguez Kevin,Kevin Jose,RODRIGUEZ CORTEZ,K. RODRIGUEZ,3/4/2000 0:00,Imbabura SC (ECU),190,"Ibarra, Ecuador",0.3471469,-78.1323648,67,67,Ecuador,EC,Ecuador,EC,35.22053673
120,254,Ecuador,20,Midfielder,Mendez Jhegson,Jhegson Sebastián,MÉNDEZ CARABALÍ,MENDEZ,4/26/1997 0:00,Los Angeles FC (USA),175,"Mira, Ecuador",0.5502202,-78.0409416,67,67,Ecuador,EC,Ecuador,EC,35.22053673
121,237,Ecuador,3,Defender,Hincapie Piero,Piero Martin,HINCAPIE REYNA,HINCAPIE,1/9/2002 0:00,Bayer 04 Leverkusen (GER),183,"Esmeraldas, Ecuador",0.9681789,-79.6517202,67,67,Ecuador,EC,Ecuador,EC,35.22053673
122,238,Ecuador,4,Defender,Arboleda Robert,Robert Abel,ARBOLEDA ESCOBAR,ARBOLEDA,10/22/1991 0:00,Sao Paulo FC (BRA),189,"Esmeraldas, Ecuador",0.9681789,-79.6517202,67,67,Ecuador,EC,Ecuador,EC,35.22053673
123,239,Ecuador,5,Midfielder,Cifuentes Jose,Jose Adoni,CIFUENTES CHARCOPA,CIFUENTES,3/12/1999 0:00,Los Angeles FC (USA),178,"Esmeraldas, Ecuador",0.9681789,-79.6517202,67,67,Ecuador,EC,Ecuador,EC,35.22053673
124,241,Ecuador,7,Defender,Estupinan Pervis,Pervis Josue,ESTUPIÑÁN TENORIO,ESTUPIÑAN,1/21/1998 0:00,Brighton & Hove Albion FC (ENG),175,"Esmeraldas, Ecuador",0.9681789,-79.6517202,67,67,Ecuador,EC,Ecuador,EC,35.22053673
125,243,Ecuador,9,Midfielder,Preciado Ayrton,Eduar Ayrton,PRECIADO GARCIA,AYRTON P.,7/17/1994 0:00,Club Santos Laguna (MEX),181,"Esmeraldas, Ecuador",0.9681789,-79.6517202,67,67,Ecuador,EC,Ecuador,EC,35.22053673
126,247,Ecuador,13,Forward,Valencia Enner,Enner Remberto,VALENCIA LASTRA,VALENCIA,11/4/1989 0:00,Fenerbahce SK (TUR),177,"Esmeraldas, Ecuador",0.9681789,-79.6517202,67,67,Ecuador,EC,Ecuador,EC,35.22053673
127,256,Ecuador,22,Goalkeeper,Dominguez Alexander,Alexander,DOMINGUEZ CARABALI,DOMINGUEZ,6/5/1987 0:00,LDU Quito (ECU),195,"Esmeraldas, Ecuador",0.9681789,-79.6517202,67,67,Ecuador,EC,Ecuador,EC,35.22053673
128,236,Ecuador,2,Defender,Torres Felix,Felix Eduardo,TORRES CAICEDO,TORRES,1/11/1997 0:00,Club Santos Laguna (MEX),187,"San Lorenzo, Ecuador",1.2694769,-78.8439268,67,67,Ecuador,EC,Ecuador,EC,35.22053673
129,259,Ecuador,25,Defender,Porozo Jackson,Jackson Gabriel,POROZO VERNAZA,POROZO,8/4/2000 0:00,ES Troyes (FRA),191,"San Lorenzo, Ecuador",1.2694769,-78.8439268,67,67,Ecuador,EC,Ecuador,EC,35.22053673
284,47,Australia,21,Forward,Kuol Garang,Garang,MAWIEN KUOL,KUOL,9/15/2004 0:00,Central Coast Mariners FC (AUS),175,Egypt,26.820553,30.802498,68,68,Egypt,EG,Egypt,EG,53.23047693
292,578,Qatar,7,Forward,Ahmed Alaaeldin,Ahmed Alaaeldin B M,ABDELMOTAAL,ALAADIN,1/31/1993 0:00,Al Gharafa SC (QAT),176,"Ismailia, Egypt",30.5964923,32.2714587,68,68,Egypt,EG,Egypt,EG,53.23047693
655,818,Wales,13,Forward,Moore Kieffer,Kieffer Roberto Francisco,MOORE,MOORE,8/8/1992 0:00,Bournemouth AFC (ENG),196,"Torquay, England",50.4619209,-3.525315,252,251,England,,United Kingdom,,
665,281,England,21,Defender,White Ben,Benjamin William,WHITE,WHITE,10/8/1997 0:00,Arsenal FC (ENG),186,"Poole, England",50.71505,-1.987248,252,251,England,,United Kingdom,,
666,820,Wales,15,Defender,Ampadu Ethan,Ethan Kwame Colm Raymond,AMPADU,AMPADU,9/14/2000 0:00,Spezia Calcio (ITA),183,"Exeter, England",50.7260367,-3.5274889,252,251,England,,United Kingdom,,
671,279,England,19,Midfielder,Mount Mason,Mason Tony,MOUNT,MOUNT,1/10/1999 0:00,Chelsea FC (ENG),180,"Portsmouth, England",50.8197675,-1.0879769,252,251,England,,United Kingdom,,
686,823,Wales,18,Midfielder,Williams Jonny,Jonathan Peter,WILLIAMS,J WILLIAMS,10/9/1993 0:00,Swindon Town FC (ENG),168,"Pembury, Kent, England",51.1474345,0.3288283,252,251,England,,United Kingdom,,
696,286,England,26,Midfielder,Gallagher Conor,Conor John,GALLAGHER,GALLAGHER,2/6/2000 0:00,Chelsea FC (ENG),183,"Epsom, England",51.3351004,-0.2637125,252,251,England,,United Kingdom,,
698,263,England,3,Defender,Shaw Luke,Luke Paul,SHAW,SHAW,7/12/1995 0:00,Manchester United FC (ENG),185,"Kingston upon Thames, England",51.41233,-0.300689,252,251,England,,United Kingdom,,
699,264,England,4,Midfielder,Rice Declan,Declan,RICE,RICE,1/14/1999 0:00,West Ham United FC (ENG),185,"Kingston upon Thames, England",51.41233,-0.300689,252,251,England,,United Kingdom,,
702,142,Canada,12,Forward,Ugbo Ike,Ike Dominique,UGBO,UGBO,9/21/1998 0:00,ES Troyes (FRA),185,"Lewisham, England",51.4611509,-0.0073177,252,251,England,,United Kingdom,,
707,363,Ghana,25,Forward,Semenyo Antoine,Antoine Serlom,SEMENYO,SEMENYO,1/7/2000 0:00,Bristol City FC (ENG),172,"Chelsea, England",51.4869429,-0.170037,252,251,England,,United Kingdom,,
708,133,Canada,3,Defender,Adekugbe Sam,Samuel Ayomide,ADEKUGBE,ADEKUGBE,1/16/1995 0:00,Hatayspor (TUR),175,"London, England",51.5072178,-0.1275862,252,251,England,,United Kingdom,,
709,521,Poland,2,Defender,Cash Matty,Matthew Stuart,CASH,CASH,8/7/1997 0:00,Aston Villa FC (ENG),185,"Slough, England",51.5105384,-0.5950406,252,251,England,,United Kingdom,,
710,277,England,17,Forward,Saka Bukayo,Bukayo Ayoyinka,SAKA,SAKA,9/5/2001 0:00,Arsenal FC (ENG),178,"Ealing, England",51.5132537,-0.3043136,252,251,England,,United Kingdom,,
712,827,Wales,22,Midfielder,Thomas Sorba,Benjamin Sorba William,THOMAS,THOMAS,1/25/1999 0:00,Hudderseld Town FC (ENG),185,"Newham, England",51.5255162,0.0352163,252,251,England,,United Kingdom,,
713,799,USA,20,Defender,Carter-vickers Cameron,Cameron Robert,CARTER-VICKERS,CARTER-VICKERS,12/31/1997 0:00,Celtic FC (SCO),185,"Southend-on-Sea, England",51.5459269,0.7077123,252,251,England,,United Kingdom,,
714,340,Ghana,2,Defender,Lamptey Tariq,Tariq Kwame Nii-Lante,LAMPTEY,TARIQ,9/30/2000 0:00,Brighton & Hove Albion FC (ENG),170,"Hillingdon, England",51.5351832,-0.4481378,252,251,England,,United Kingdom,,
719,810,Wales,5,Defender,Mepham Chris,Christopher James,MEPHAM,MEPHAM,11/5/1997 0:00,Bournemouth AFC (ENG),190,"Harrow, England",51.580559,-0.341995,252,251,England,,United Kingdom,,
721,269,England,9,Forward,Kane Harry,Harry Edward,KANE,KANE,7/28/1993 0:00,Tottenham Hotspur FC (ENG),188,"Walthamstow, England",51.5901769,-0.0173437,252,251,England,,United Kingdom,,
732,275,England,15,Defender,Dier Eric,Eric Jeremy Edgar,DIER,DIER,1/15/1994 0:00,Tottenham Hotspur FC (ENG),188,"Cheltenham, England",51.8993855,-2.0782533,252,251,England,,United Kingdom,,
741,784,USA,5,Defender,Robinson Antonee,Antonee,ROBINSON,ROBINSON,8/8/1997 0:00,Fulham FC (ENG),182,"Milton Keynes, England",52.0406224,-0.7594171,252,251,England,,United Kingdom,,
742,821,Wales,16,Midfielder,Morrell Joe,Joseff John,MORRELL,MORRELL,1/3/1997 0:00,Portsmouth FC (ENG),185,"Ipswich, England",52.056736,1.14822,252,251,England,,United Kingdom,,
757,831,Wales,26,Midfielder,Smith Matt,Matthew Robert,SMITH,SMITH,11/22/1999 0:00,MK Dons FC (ENG),175,"Redditch, England",52.30897,-1.940936,252,251,England,,United Kingdom,,
759,273,England,13,Goalkeeper,Pope Nick,Nicholas David,POPE,POPE,4/19/1992 0:00,Newcastle United FC (ENG),191,"Soham, England",52.335212,0.3375079,252,251,England,,United Kingdom,,
768,284,England,24,Forward,Wilson Callum,Callum Eddie Graham,WILSON,WILSON,2/27/1992 0:00,Newcastle United FC (ENG),180,"Coventry, England",52.4128163,-1.5089521,252,251,England,,United Kingdom,,
769,285,England,25,Midfielder,Maddison James,James,MADDISON,MADDISON,11/23/1996 0:00,Leicester City FC (ENG),175,"Coventry, England",52.4128163,-1.5089521,252,251,England,,United Kingdom,,
770,282,England,22,Midfielder,Bellingham Jude,Jude Victor William,BELLINGHAM,BELLINGHAM,6/29/2003 0:00,Borussia Dortmund (GER),186,"Stourbridge, England",52.456891,-2.148731,252,251,England,,United Kingdom,,
771,267,England,7,Forward,Grealish Jack,Jack Peter,GREALISH,GREALISH,9/10/1995 0:00,Manchester City FC (ENG),175,"Birmingham, England",52.486243,-1.890401,252,251,England,,United Kingdom,,
776,814,Wales,9,Forward,Johnson Brennan,Brennan Price,JOHNSON,JOHNSON,5/23/2001 0:00,Nottingham Forest FC (ENG),179,"Nottingham, England",52.9540223,-1.1549892,252,251,England,,United Kingdom,,
778,283,England,23,Goalkeeper,Ramsdale Aaron,Aaron Christopher,RAMSDALE,RAMSDALE,5/14/1998 0:00,Arsenal FC (ENG),188,"Stoke-on-Trent, England",53.0033369,-2.1827408,252,251,England,,United Kingdom,,
785,262,England,2,Defender,Walker Kyle,Kyle Andrew,WALKER,WALKER,5/28/1990 0:00,Manchester City FC (ENG),178,"Sheffield, England",53.381129,-1.470085,252,251,England,,United Kingdom,,
786,266,England,6,Defender,Maguire Harry,Harry Jacob,MAGUIRE,MAGUIRE,3/5/1993 0:00,Manchester United FC (ENG),193,"Sheffield, England",53.381129,-1.470085,252,251,England,,United Kingdom,,
787,278,England,18,Defender,Alexander-arnold Trent,Trent John,ALEXANDER-ARNOLD,ALEXANDER-ARNOLD,10/7/1998 0:00,Liverpool FC (ENG),175,"Liverpool, England",53.4083714,-2.9915726,252,251,England,,United Kingdom,,
788,280,England,20,Midfielder,Foden Phil,Philip Walter,FODEN,FODEN,5/28/2000 0:00,Manchester City FC (ENG),180,"Stockport, England",53.4106316,-2.1575332,252,251,England,,United Kingdom,,
790,276,England,16,Defender,Coady Conor,Conor David,COADY,COADY,2/25/1993 0:00,Everton FC (ENG),184,"St Helens, England",53.456307,-2.737095,252,251,England,,United Kingdom,,
791,271,England,11,Forward,Rashford Marcus,Marcus,RASHFORD,RASHFORD,10/31/1997 0:00,Manchester United FC (ENG),180,"Manchester, England",53.4807593,-2.2426305,252,251,England,,United Kingdom,,
793,265,England,5,Defender,Stones John,John,STONES,STONES,5/28/1994 0:00,Manchester City FC (ENG),188,"Barnsley, England",53.55263,-1.479726,252,251,England,,United Kingdom,,
794,272,England,12,Defender,Trippier Kieran,Kieran John,TRIPPIER,TRIPPIER,9/19/1990 0:00,Newcastle United FC (ENG),178,"Bury, England",53.5933498,-2.2966054,252,251,England,,United Kingdom,,
795,825,Wales,20,Forward,James Daniel,Daniel Owen,JAMES,JAMES,11/10/1997 0:00,Fulham FC (ENG),171,"Kingston upon Hull, England",53.7676236,-0.3274198,252,251,England,,United Kingdom,,
796,274,England,14,Midfielder,Phillips Kalvin,Kalvin Mark,PHILLIPS,PHILLIPS,12/2/1995 0:00,Manchester City FC (ENG),178,"Leeds, England",53.8007554,-1.5490774,252,251,England,,United Kingdom,,
800,261,England,1,Goalkeeper,Pickford Jordan,Jordan Lee,PICKFORD,PICKFORD,3/7/1994 0:00,Everton FC (ENG),185,"Washington, England",54.897432,-1.517366,252,251,England,,United Kingdom,,
801,268,England,8,Midfielder,Henderson Jordan,Jordan Brian,HENDERSON,HENDERSON,6/17/1990 0:00,Liverpool FC (ENG),183,"Sunderland, England",54.906869,-1.383801,252,251,England,,United Kingdom,,
802,786,USA,7,Forward,Reyna Giovanni,Giovanni Alejandro,REYNA,REYNA,11/13/2002 0:00,Borussia Dortmund (GER),185,"Sunderland, England",54.906869,-1.383801,252,251,England,,United Kingdom,,
458,737,Tunisia,10,Forward,Khazri Wahbi,Wahbi,KHAZRI,KHAZRI,2/8/1991 0:00,Montpellier HSC (FRA),182,"Ajaccio, Corsica, France",41.919229,8.738635,79,79,France,FR,France,FR,65.84704267
468,629,Senegal,6,Midfielder,Mendy Nampalys,Nampalys,MENDY,NAMPALYS,6/23/1992 0:00,Leicester City FC (ENG),167,"La Seyne-sur-Mer, France",43.102976,5.878219,79,79,France,FR,France,FR,65.84704267
471,307,France,21,Defender,Hernandez Lucas,Lucas Francois Bernard,HERNANDEZ,L. HERNANDEZ,2/14/1996 0:00,FC Bayern München (GER),184,"Marseille, France",43.296482,5.36978,79,79,France,FR,France,FR,65.84704267
472,308,France,22,Defender,Hernandez Theo,Théo Bernard François,HERNANDEZ,T. HERNANDEZ,10/6/1997 0:00,AC Milan (ITA),184,"Marseille, France",43.296482,5.36978,79,79,France,FR,France,FR,65.84704267
473,347,Ghana,9,Forward,Ayew Jordan,Jordan Pierre,AYEW,J. AYEW,9/11/1991 0:00,Crystal Palace FC (ENG),182,"Marseille, France",43.296482,5.36978,79,79,France,FR,France,FR,65.84704267
474,750,Tunisia,23,Forward,Sliti Naim,Naim,SLITI,SLITI,7/27/1992 0:00,Al Ettifaq FC (KSA),173,"Marseille, France",43.296482,5.36978,79,79,France,FR,France,FR,65.84704267
479,753,Tunisia,26,Goalkeeper,Hassen Mouez,Mouez,HASSEN,HASSEN,3/5/1995 0:00,Club Africain (TUN),186,"Fréjus, France",43.433152,6.737034,79,79,France,FR,France,FR,65.84704267
486,733,Tunisia,6,Defender,Bronn Dylan,Dylan Daniel Mahmoud,BRONN,BRONN,6/19/1995 0:00,US Salernitana (ITA),186,"Cannes, France",43.552847,7.017369,79,79,France,FR,France,FR,65.84704267
487,361,Ghana,23,Defender,Djiku Alexander,Alexander Kwabena Baidooh,DJIKU,DJIKU,8/9/1994 0:00,RC Strasbourg (FRA),182,"Montpellier, France",43.610769,3.876716,79,79,France,FR,France,FR,65.84704267
495,744,Tunisia,17,Midfielder,Skhiri Ellyes,Ellyes Joris,SKHIRI,SKHIRI,5/10/1995 0:00,1. FC Köln (GER),185,"Lunel, France",43.67445,4.135366,79,79,France,FR,France,FR,65.84704267
496,287,France,1,Goalkeeper,Lloris Hugo,Hugo Hadrien Dominique,LLORIS,LLORIS,12/26/1986 0:00,Tottenham Hotspur FC (ENG),188,"Nice, France",43.7101728,7.2619532,79,79,France,FR,France,FR,65.84704267
497,748,Tunisia,21,Defender,Kechrida Wajdi,Wajdi,KECHRIDA,KECHRIDA,11/5/1995 0:00,Atromitos FC (GRE),177,"Nice, France",43.7101728,7.2619532,79,79,France,FR,France,FR,65.84704267
515,699,Spain,24,Defender,Laporte Aymeric,Aymeric,LAPORTE FEVRE,LAPORTE,5/27/1994 0:00,Manchester City FC (ENG),189,"Agen, France",44.203142,0.616363,79,79,France,FR,France,FR,65.84704267
532,473,Morocco,6,Defender,Saiss Romain,Romain Ghanem Paul,SAISS,SAISS,3/26/1990 0:00,Besiktas JK (TUR),190,"Bourg-de-Péage, France",45.040419,5.050948,79,79,France,FR,France,FR,65.84704267
538,295,France,9,Forward,Giroud Olivier,Olivier Jonathan,GIROUD,GIROUD,9/30/1986 0:00,AC Milan (ITA),193,"Chambéry, France",45.564601,5.917781,79,79,France,FR,France,FR,65.84704267
540,305,France,19,Forward,Benzema Karim,Karim Mostafa,BENZEMA,BENZEMA,12/19/1987 0:00,Real Madrid CF (ESP),187,"Lyon, France",45.764043,4.835659,79,79,France,FR,France,FR,65.84704267
553,644,Senegal,21,Forward,Dia Boulaye,Boulaye,DIA,DIA,11/16/1996 0:00,US Salernitana (ITA),180,"Oyonnax, France",46.257773,5.655335,79,79,France,FR,France,FR,65.84704267
554,293,France,7,Forward,Griezmann Antoine,Antoine,GRIEZMANN,GRIEZMANN,3/21/1991 0:00,CA Atlético Madrid (ESP),173,"Mâcon, France",46.3068839,4.828731,79,79,France,FR,France,FR,65.84704267
566,301,France,15,Midfielder,Veretout Jordan,Jordan Marcel Gilbert,VERETOUT,VERETOUT,3/1/1993 0:00,Olympique Marseille (FRA),177,"Ancenis, France",47.365464,-1.177491,79,79,France,FR,France,FR,65.84704267
575,627,Senegal,4,Defender,Diallo Abdou,Abdou Lakhad,DIALLO,DIALLO,5/4/1996 0:00,RB Leipzig (GER),187,"Tours, France",47.394144,0.68484,79,79,France,FR,France,FR,65.84704267
577,124,Cameroon,20,Forward,Mbeumo Bryan,Bryan Tetsadong Marceau,MBEUMO,MBEUMO,8/7/1999 0:00,Brentford FC (ENG),173,"Avallon, France",47.48822,3.907722,79,79,France,FR,France,FR,65.84704267
594,626,Senegal,3,Defender,Koulibaly Kalidou,Kalidou,KOULIBALY,KOULIBALY,6/20/1991 0:00,Chelsea FC (ENG),195,"Saint-Dié-des-Vosges, France",48.2874679,6.947767,79,79,France,FR,France,FR,65.84704267
598,126,Cameroon,22,Midfielder,Ntcham Olivier,Jules Olivier,NTCHAM,NTCHAM,2/9/1996 0:00,Swansea City AFC (WAL),180,"Longjumeau, France",48.6930642,2.2947615,79,79,France,FR,France,FR,65.84704267
601,125,Cameroon,21,Defender,Castelletto Jean-charles,Jean-Charles Victor,CASTELLETTO,CASTELLETTO,1/26/1995 0:00,FC Nantes (FRA),186,"Clamart, France",48.799815,2.257289,79,79,France,FR,France,FR,65.84704267
602,111,Cameroon,7,Midfielder,Nkoudou Georges-kevin,Georges Kevin,NKOUDOU MBIDA,NKOUDOU,2/13/1995 0:00,Besiktas JK (TUR),172,"Versailles, France",48.801408,2.130122,79,79,France,FR,France,FR,65.84704267
603,735,Tunisia,8,Midfielder,Mejbri Hannibal,Hannibal,MEJBRI,HANNIBAL,1/21/2003 0:00,Birmingham City FC (ENG),177,"Ivry-sur-Seine, France",48.813055,2.38822,79,79,France,FR,France,FR,65.84704267
604,300,France,14,Midfielder,Rabiot Adrien,Adrien Thibault Marie,RABIOT,RABIOT,4/3/1995 0:00,Juventus FC (ITA),191,"Saint-Maurice, France",48.8205669,2.423655,79,79,France,FR,France,FR,65.84704267
605,630,Senegal,7,Defender,Sabaly Youssouf,Youssouf,SABALY,SABALY,3/5/1993 0:00,Real Betis (ESP),174,"Le Chesnay, France",48.8262851,2.128365,79,79,France,FR,France,FR,65.84704267
607,116,Cameroon,12,Forward,Toko Ekambi Karl,Karl Louis-Brillant,TOKO EKAMBI,TOKO-EKAMBI,9/14/1992 0:00,Olympique Lyon (FRA),183,"Paris, France",48.856614,2.3522219,79,79,France,FR,France,FR,65.84704267
608,291,France,5,Defender,Kounde Jules,Jules Olivier,KOUNDE,KOUNDE,11/12/1998 0:00,FC Barcelona (ESP),178,"	Paris, France",48.856614,2.3522219,79,79,France,FR,France,FR,65.84704267
609,296,France,10,Forward,Mbappe Kylian,Kylian,MBAPPE LOTTIN,MBAPPE,12/20/1998 0:00,Paris Saint-Germain FC (FRA),178,"Paris, France",48.856614,2.3522219,79,79,France,FR,France,FR,65.84704267
610,306,France,20,Forward,Coman Kingsley,Kingsley Junior,COMAN,COMAN,6/13/1996 0:00,FC Bayern München (GER),180,"Paris, France",48.856614,2.3522219,79,79,France,FR,France,FR,65.84704267
611,309,France,23,Goalkeeper,Areola Alphonse,Alphonse Francis,AREOLA,AREOLA,2/27/1993 0:00,West Ham United FC (ENG),195,"Paris, France",48.856614,2.3522219,79,79,France,FR,France,FR,65.84704267
