National Team,Number,POS,PLAYER NAME,FIRST NAME(S),LAST NAME(S),NAME ON SHIRT,DOB,CLUB,HEIGHT (CM),Birth,birth_lat,birth_long
France,9,Forward,GIROUD Olivier,Olivier Jonathan,GIROUD,GIROUD,30/09/1986,AC Milan (ITA),193,"Chambéry, France",45.564601,5.917781
France,10,Forward,MBAPPE Kylian,Kylian,MBAPPE LOTTIN,MBAPPE,20/12/1998,Paris Saint-Germain FC (FRA),178,"Paris, France",48.856614,2.3522219
France,11,Forward,DEMBELE Ousmane,Masour Ousmane,DEMBELE,DEMBELE,15/05/1997,FC Barcelona (ESP),178,"Vernon, France",49.091958,1.488107
France,12,Forward,KOLO MUANI Randal,Randal,KOLO MUANI,KOLO MUANI,5/12/1998,Eintracht Frankfurt (GER),187,"Bondy, France",48.906008,2.481875
France,13,Defender,FOFANA Youssouf,Youssouf,FOFANA,FOFANA,10/1/1999,AS Monaco (FRA),178,"Divo, Ivory Coast",5.8415399,-5.3625516
France,14,Midfielder,RABIOT Adrien,Adrien Thibault Marie,RABIOT,RABIOT,3/4/1995,Juventus FC (ITA),191,"Saint-Maurice, France",48.8205669,2.423655
France,15,Midfielder,VERETOUT Jordan,Jordan Marcel Gilbert,VERETOUT,VERETOUT,1/3/1993,Olympique Marseille (FRA),177,"Ancenis, France",47.365464,-1.177491
France,16,Goalkeeper,MANDANDA Steve,Steve,MANDANDA MPIDI,MANDANDA,28/03/1985,Stade Rennais FC (FRA),187,"Kinshasa, Zaire",-4.4419311,15.2662931
France,17,Defender,SALIBA William,William Alain André Gabriel,SALIBA,SALIBA,24/03/2001,Arsenal FC (ENG),192,"Bondy, France",48.906008,2.481875
France,18,Defender,UPAMECANO Dayot,Dayotchanculle Oswald,UPAMECANO,UPAMECANO,27/10/1998,FC Bayern München (GER),186,"Évreux, France",49.0270129,1.151361
France,19,Forward,BENZEMA Karim,Karim Mostafa,BENZEMA,BENZEMA,19/12/1987,Real Madrid CF (ESP),187,"Lyon, France",45.764043,4.835659
France,20,Forward,COMAN Kingsley,Kingsley Junior,COMAN,COMAN,13/06/1996,FC Bayern München (GER),180,"Paris, France",48.856614,2.3522219
France,21,Defender,HERNANDEZ Lucas,Lucas Francois Bernard,HERNANDEZ,L. HERNANDEZ,14/02/1996,FC Bayern München (GER),184,"Marseille, France",43.296482,5.36978
France,22,Defender,HERNANDEZ Theo,Théo Bernard François,HERNANDEZ,T. HERNANDEZ,6/10/1997,AC Milan (ITA),184,"Marseille, France",43.296482,5.36978
France,23,Goalkeeper,AREOLA Alphonse,Alphonse Francis,AREOLA,AREOLA,27/02/1993,West Ham United FC (ENG),195,"Paris, France",48.856614,2.3522219
France,24,Defender,KONATE Ibrahima,Ibrahima,KONATÉ,KONATE,25/05/1999,Liverpool FC (ENG),194,"Paris, France",48.856614,2.3522219
France,25,Midfielder,CAMAVINGA Eduardo,Eduardo Celmi,CAMAVINGA,CAMAVINGA,10/11/2002,Real Madrid CF (ESP),182,"Cabinda, Angola",-5.570573899999999,12.197583
France,26,Forward,THURAM Marcus,Marcus Lilian,THURAM-ULIEN,THURAM,6/8/1997,VfL Borussia Mönchengladbach (GER),192,"Parma, Italy",44.801485,10.3279036
Germany,1,Goalkeeper,NEUER Manuel,Manuel Peter,NEUER,NEUER,27/03/1986,FC Bayern München (GER),193,"Gelsenkirchen, West Germany",51.5404553,7.0487091
Germany,2,Defender,RUEDIGER Antonio,Antonio,RÜDIGER,RÜDIGER,3/3/1993,Real Madrid CF (ESP),190,"Berlin, Germany",52.52000659999999,13.404954
Germany,3,Defender,RAUM David,David,RAUM,RAUM,22/04/1998,RB Leipzig (GER),180,"Nuremberg, Germany",49.4521018,11.0766654
Germany,4,Defender,GINTER Matthias,Matthias Lukas,GINTER,GINTER,19/01/1994,SC Freiburg (GER),189,"Freiburg im Breisgau, Germany",47.9990077,7.842104299999999
Germany,5,Defender,KEHRER Thilo,Jan Thilo,KEHRER,KEHRER,21/09/1996,West Ham United FC (ENG),186,"Tübingen, Germany",48.5216364,9.0576448
Germany,6,Midfielder,KIMMICH Joshua,Joshua Walter,KIMMICH,KIMMICH,8/2/1995,FC Bayern München (GER),177,"Rottweil, Germany",48.1652577,8.628453
Germany,7,Forward,HAVERTZ Kai,Kai Lukas,HAVERTZ,HAVERTZ,11/6/1999,Chelsea FC (ENG),190,"Aachen, Germany",50.7753455,6.083886800000001
Germany,8,Midfielder,GORETZKA Leon,Leon Christoph,GORETZKA,GORETZKA,6/2/1995,FC Bayern München (GER),189,"Bochum, Germany",51.4818445,7.216236299999999
Germany,9,Forward,FUELLKRUG Niclas,Niclas,FÜLLKRUG,FÜLLKRUG,9/2/1993,SV Werder Bremen (GER),188,"Hanover, Germany",52.3758916,9.732010400000002
Germany,10,Forward,GNABRY Serge,Serge David,GNABRY,GNABRY,14/07/1995,FC Bayern München (GER),176,"Stuttgart, Germany",48.7758459,9.1829321
Germany,11,Midfielder,GOETZE Mario,Mario,GÖTZE,GÖTZE,3/6/1992,Eintracht Frankfurt (GER),176,"Memmingen, Germany",47.9837999,10.1801883
Germany,12,Goalkeeper,TRAPP Kevin,Kevin Christian,TRAPP,TRAPP,8/7/1990,Eintracht Frankfurt (GER),189,"Merzig, West Germany",49.4489588,6.6437843
Germany,13,Midfielder,MUELLER Thomas,Thomas,MÜLLER,MÜLLER,13/09/1989,FC Bayern München (GER),185,"Weilheim in Oberbayern, West Germany",47.84223670000001,11.1427463
Germany,14,Midfielder,MUSIALA Jamal,Jamal,MUSIALA,MUSIALA,26/02/2003,FC Bayern München (GER),180,"Stuttgart, Germany",48.7758459,9.1829321
Germany,15,Defender,SUELE Niklas,Niklas,SÜLE,SÜLE,3/9/1995,Borussia Dortmund (GER),195,"Frankfurt, Germany",50.1109221,8.6821267
Germany,16,Defender,KLOSTERMANN Lukas,Lukas Manuel,KLOSTERMANN,KLOSTERMANN,3/6/1995,RB Leipzig (GER),187,"Herdecke, Germany",51.4031667,7.4328376
Germany,17,Midfielder,BRANDT Julian,Julian,BRANDT,BRANDT,2/5/1996,Borussia Dortmund (GER),183,"Bremen, Germany",53.07929619999999,8.8016937
Germany,18,Midfielder,HOFMANN Jonas,Jonas,HOFMANN,HOFMANN,14/07/1992,VfL Borussia Mönchengladbach (GER),176,"Heidelberg, Germany",49.3987524,8.6724335
Germany,19,Midfielder,SANE Leroy,Leroy Aziz,SANÉ,SANE,11/1/1996,FC Bayern München (GER),183,"Essen, Germany",51.4556432,7.0115552
Germany,20,Defender,GUENTER Christian,Christian,GÜNTER,GÜNTER,28/02/1993,SC Freiburg (GER),184,"	Villingen-Schwenningen, Germany",48.0594021,8.4640869
Germany,21,Midfielder,GUENDOGAN Ilkay,Ilkay,GÜNDOGAN,GÜNDOGAN,24/10/1990,Manchester City FC (ENG),180,"Gelsenkirchen, Germany",51.5187651,7.0838411
Germany,22,Goalkeeper,TER STEGEN Marc-Andre,Marc-André,TER STEGEN,TER STEGEN,30/04/1992,FC Barcelona (ESP),187,"Mönchengladbach, Germany",51.1941686,6.4315392
Germany,23,Defender,SCHLOTTERBECK Nico,Nico Cedric,SCHLOTTERBECK,SCHLOTTERBECK,1/12/1999,Borussia Dortmund (GER),191,"Waiblingen, Germany",48.8293519,9.3185739
Germany,24,Forward,ADEYEMI Karim,Karim David,ADEYEMI,ADEYEMI,18/01/2002,Borussia Dortmund (GER),180,"Munich, Germany",48.1351253,11.5819806
Germany,25,Defender,BELLA KOTCHAP Armel,Armel,BELLA KOTCHAP,BELLA KOTCHAP,11/12/2001,Southampton FC (ENG),190,"Paris, France",48.856614,2.3522219
Germany,26,Forward,MOUKOKO Youssoufa,Youssoufa,MOUKOKO,MOUKOKO,20/11/2004,Borussia Dortmund (GER),179,"Yaoundé, Cameroon",3.8480325,11.5020752
Ghana,1,Goalkeeper,ZIGI Lawrence Ati,Lawrence Ati,ZIGI,ZIGI,29/11/1996,FC St. Gallen (SUI),188,"Tamale, Ghana",9.403422599999999,-0.8424159999999999
Ghana,2,Defender,LAMPTEY Tariq,Tariq Kwame Nii-Lante,LAMPTEY,TARIQ,30/09/2000,Brighton & Hove Albion FC (ENG),170,"Hillingdon, England",51.5351832,-0.4481378
Ghana,3,Defender,ODOI Denis,Denis Frimpong,ODOI,ODOI,27/05/1988,Club Brugge (BEL),178,"Leuven, Belgium",50.8822871,4.7137645
Ghana,4,Defender,SALISU Mohammed,Mohammed Salisu,ABDUL KARIM,SALISU,19/04/1999,Southampton FC (ENG),191,"Kumasi, Ghana",6.6666004,-1.6162709
Ghana,5,Midfielder,PARTEY Thomas,Thomas Teye,PARTEY,PARTEY,13/06/1993,Arsenal FC (ENG),185,"Krobo Odumase, Ghana",5.9568227,0.0513246
Ghana,6,Midfielder,OWUSU Elisha,Elisha,OWUSU,OWUSU,7/11/1997,KAA Gent (BEL),182,"Montreuil, France",48.863812,2.448451
Ghana,7,Midfielder,ISSAHAKU Fatawu,Abdul Fatawu,ISSAHAKU,FATAWU,8/3/2004,Sporting CP (POR),177,"Tamale, Ghana",9.403422599999999,-0.8424159999999999
Ghana,8,Midfielder,KYEREH Daniel-Ko,Daniel-Ko,KYEREH,KYERE,8/3/1996,SC Freiburg (GER),179,"Accra, Ghana",5.6037168,-0.1869644
Ghana,9,Forward,AYEW Jordan,Jordan Pierre,AYEW,J. AYEW,11/9/1991,Crystal Palace FC (ENG),182,"Marseille, France",43.296482,5.36978
Ghana,10,Forward,AYEW Andre,André Morgan Rami,AYEW,A. AYEW,17/12/1989,Al Sadd SC (QAT),175,"Seclin, France",50.54533199999999,3.026566
Ghana,11,Midfielder,BUKARI Osman,Osman,BUKARI,OSMAN,13/12/1998,FK Crvena Zvezda (SRB),170,"Accra, Ghana",5.6037168,-0.1869644
Ghana,12,Goalkeeper,DANLAD Ibrahim,Danlad,IBRAHIM,DANLAD,2/12/2002,Asante Kotoko SC (GHA),181,"Accra, Ghana",5.6037168,-0.1869644
Ghana,13,Midfielder,AFRIYIE Daniel,Daniel,AFRIYIE BERNIEH,BERNIEH,26/06/2001,Hearts Of Oak SC (GHA),170,"Kumasi, Ghana",6.6666004,-1.6162709
Ghana,14,Defender,MENSAH Gideon,Gideon,MENSAH,MENSAH,18/07/1998,AJ Auxerre (FRA),178,"Accra, Ghana",5.6037168,-0.1869644
Ghana,15,Defender,AIDOO Joseph,Joseph,AIDOO,AIDOO,29/09/1995,RC Celta Vigo (ESP),184,"Tema, Ghana",5.7348119,0.0302354
Ghana,16,Goalkeeper,NURUDEEN Manaf,Abdul Manaf,NURUDEEN,MANAF,8/2/1999,KAS Eupen (BEL),190,"Accra, Ghana",5.6037168,-0.1869644
Ghana,17,Defender,BABA Abdul Rahman,Abdul Rahman,BABA,BABA,2/7/1994,Reading FC (ENG),180,"Tamale, Ghana",9.403422599999999,-0.8424159999999999
Ghana,18,Defender,AMARTEY Daniel,Daniel,AMARTEY,AMARTEY,21/12/1994,Leicester City FC (ENG),186,"Accra, Ghana",5.6037168,-0.1869644
Ghana,19,Forward,WILLIAMS Inaki,Iñaki,WILLIAMS ARTHUER,IÑAKI,15/06/1994,Athletic Club (ESP),186,"Bilbao, Spain",43.2630126,-2.9349852
Ghana,20,Midfielder,KUDUS Mohammed,Kudus,MOHAMMED,KUDUS,2/8/2000,AFC Ajax (NED),175,"Accra, Ghana",5.6037168,-0.1869644
Ghana,21,Midfielder,ABDUL SAMED Salis,Salis,ABDUL SAMED,SALIS,26/03/2000,RC Lens (FRA),179,"Accra, Ghana",5.6037168,-0.1869644
Ghana,22,Midfielder,SULEMANA Kamaldeen,Kamaldeen,SULEMANA,SULEMANA,15/02/2002,Stade Rennais FC (FRA),174,"Techiman, Ghana",7.5908801,-1.9343555
Ghana,23,Defender,DJIKU Alexander,Alexander Kwabena Baidooh,DJIKU,DJIKU,9/8/1994,RC Strasbourg (FRA),182,"Montpellier, France",43.610769,3.876716
Ghana,24,Midfielder,SOWAH Kamal,Kamal,SOWAH,SOWAH,9/1/2000,Club Brugge (BEL),179,"Sabon Zango, Ghana",5.5524939,-0.2350201
Ghana,25,Forward,SEMENYO Antoine,Antoine Serlom,SEMENYO,SEMENYO,7/1/2000,Bristol City FC (ENG),172,"Chelsea, England",51.4869429,-0.170037
Ghana,26,Defender,ALIDU Seidu,Seidu,ALIDU,SEIDU,4/6/2000,Clermont Foot (FRA),173,"Kumasi, Ghana",6.6666004,-1.6162709
Iran,1,Goalkeeper,BEIRANVAND Alireza,Ali Reza,SAFARBEIRANVAND,ALIREZA BEIRANVAND,21/09/1992,Perspolis Tehran (IRN),194,"Sarab-e Yas, Khorramabad, Iran",33.430291,48.3427034
Iran,2,Defender,MOHARRAMI Sadegh,Sadegh,MOHARRAMI GETGASARI,MOHARRAMI,1/3/1996,GNK Dinamo Zagreb (CRO),174,"Hashtpar, Iran",37.793322,48.904528
Iran,3,Defender,HAJISAFI Ehsan,Ehsan,HAJI SAFI,E. HAJISAFI,25/02/1990,AEK Athens (GRE),178,"Kashan, Iran",33.9910347,51.4235414
Iran,4,Defender,KHALILZADEH Shoja,Shojae,KHALILZADEH,SHOJA,14/05/1989,Al Ahli SC (QAT),179,"Bahnemir, Mazandaran, Iran",36.6672199,52.7622483
Iran,5,Defender,MOHAMMADI Milad,Milad,MOHAMMADIKESHMARZI,M. MOHAMMADI,29/09/1993,AEK Athens (GRE),178,"Tehran, Iran",35.7218583,51.3346954
Iran,6,Midfielder,EZATOLAHI Saeid,Saeid,EZATOLAHI AFAGH,S. EZATOLAHI,1/10/1996,Vejle BK (DEN),190,"Bandar-e Anzali, Iran",37.4639089,49.4798635
Iran,7,Midfielder,JAHANBAKHSH Alireza,Alireza,JAHAN BAKHSH JIRANDEH,A. JAHANBAKHSH,11/8/1993,Feyenoord Rotterdam (NED),181,"Jirandeh, Iran",36.7011948,49.7927514
Iran,8,Defender,POURALIGANJI Morteza,Morteza,POURALI GANJI,M. POURALIGANJI,19/04/1992,Perspolis Tehran (IRN),185,"Babol, Iran",36.5386629,52.6764543
Iran,9,Forward,TAREMI Mehdi,Mehdi,TAREMI,TAREMI,18/07/1992,FC Porto (POR),185,"Bushehr, Iran",28.9144913,50.8279019
Iran,10,Forward,ANSARIFARD Karim,Karim,ANSARI FARD,KARIM,3/4/1990,AC Omonia (CYP),186,"Ardabil, Iran",38.24317569999999,48.2976116
Iran,11,Midfielder,AMIRI Vahid,Vahid,AMIRI,V. AMIRI,2/4/1988,Perspolis Tehran (IRN),179,"Darreh-ye Badam, Khorramabad, Iran",33.6006047,48.0153141
Iran,12,Goalkeeper,NIAZMAND Payam,Seyed Payam,NIAZMANDGHADER,PAYAM,6/4/1995,Sepahan FC (IRN),194,"Tehran, Iran",35.7218583,51.3346954
Iran,13,Defender,KANANI Hossein,Mohammadhossein,KANANI ZADEGAN,KANANI,23/03/1994,Al Ahli SC (QAT),188,"Bandar-e Mahshahr, Iran",30.5549969,49.187884
Iran,14,Midfielder,GHODDOS Saman,Seyed Saman,GHODDOOS,GHODDOS,6/9/1993,Brentford FC (ENG),175,"Malmö, Sweden",55.604981,13.003822
Iran,15,Defender,CHESHMI Roozbeh,Roozbeh,CHESHMI,ROOZBEH,24/07/1993,Esteghlal Tehran FC (IRN),194,"Tehran, Iran",35.7218583,51.3346954
Iran,16,Midfielder,TORABI Mehdi,Mahdi,TORABI,M. TORABI,10/9/1994,Persepolis FC (IRN),180,"Eshtehard, Iran",35.7211614,50.3684045
Iran,17,Midfielder,GHOLIZADEH Ali,Ali,GHOLI ZADEHNOJEHDEH,A. GHOLIZADEH,10/3/1996,Sporting Charleroi (BEL),176,"Ardabil, Iran",38.24317569999999,48.2976116
Iran,18,Midfielder,KARIMI Ali,Ali,KARIMI,A. KARIMI,11/2/1994,Kayserispor (TUR),185,"Karaj, Iran",35.8438581,50.97149950000001
Iran,19,Defender,HOSSEINI Majid,Seyedmajid,HOSSEINI,MAJID,20/06/1996,Kayserispor (TUR),187,"Tehran, Iran",35.7218583,51.3346954
Iran,20,Forward,AZMOUN Sardar,Sardar,AZMOUN,S. AZMOUN,1/1/1995,Bayer 04 Leverkusen (GER),186,"Gonbad-e Kavus, Iran",37.2523295,55.1671199
Iran,21,Midfielder,NOOROLLAHI Ahmad,Ahmad,NOOROLLAHI,AHMAD,1/2/1993,Shabab Al Ahli Club (UAE),185,"Azadshahr, Iran",37.08719440000001,55.1738513
Iran,22,Goalkeeper,ABEDZADEH Amir,Amir,ABEDZADEH,ABEDZADEH,26/04/1993,SD Ponferradina (ESP),186,"Tehran, Iran",35.7218583,51.3346954
Iran,23,Defender,REZAEIAN Ramin,Ramin,REZAEIANSEMESKANDI,RAMIN,21/03/1990,Sepahan FC (IRN),184,"Sari, Iran",36.5658729,53.0586328
Iran,24,Goalkeeper,HOSSEINI Hossein,Seyedhossein,HOSSEINI,H. HOSSEINI,30/06/1992,Esteghlal Tehran FC (IRN),187,"Shiraz, Iran",29.5926119,52.5835646
Iran,25,Defender,JALALI Abolfazl,Seyedabolfazl,JALALIBOORANI,JALALI,26/06/1998,Esteghlal Tehran FC (IRN),177,"Amol, Iran",36.4706318,52.3466278
Japan,1,Goalkeeper,KAWASHIMA Eiji,Eiji,KAWASHIMA,KAWASHIMA,20/03/1983,RC Strasbourg (FRA),185,"Yono, Saitama, Japan",35.9962513,139.4466005
Japan,2,Defender,YAMANE Miki,Miki,YAMANE,YAMANE,22/12/1993,Kawasaki Frontale (JPN),178,"Yokohama, Kanagawa, Japan",35.4436739,139.6379639
Japan,3,Defender,TANIGUCHI Shogo,Shogo,TANIGUCHI,TANIGUCHI,15/07/1991,Kawasaki Frontale (JPN),183,"Kumamoto, Kumamoto, Japan",32.8032164,130.7079369
Japan,4,Defender,ITAKURA Kou,Kou,ITAKURA,ITAKURA,27/01/1997,VfL Borussia Mönchengladbach (GER),186,"Yokohama, Japan",35.4436739,139.6379639
Japan,5,Defender,NAGATOMO Yuto,Yuto,NAGATOMO,NAGATOMO,12/9/1986,FC Tokyo (JPN),170,"Saijō, Ehime, Japan",33.919495,133.1811444
Japan,6,Midfielder,ENDO Wataru,Wataru,ENDO,ENDO,9/2/1993,VfB Stuttgart (GER),178,"Totsuka-ku, Yokohama, Japan",35.4014751,139.5381824
Japan,7,Midfielder,SHIBASAKI Gaku,Gaku,SHIBASAKI,GAKU,28/05/1992,CD Leganés (ESP),175,"Noheji, Aomori, Japan",40.86446129999999,141.1287144
Japan,8,Midfielder,DOAN Ritsu,Ritsu,DOAN,DOAN,16/06/1998,SC Freiburg (GER),172,"Amagasaki, Hyogo, Japan",34.7327113,135.4057914
Japan,9,Midfielder,MITOMA Kaoru,Kaoru,MITOMA,MITOMA,20/05/1997,Brighton & Hove Albion FC (ENG),178,"Kanagawa, Japan",35.4913535,139.284143
Japan,10,Midfielder,MINAMINO Takumi,Takumi,MINAMINO,MINAMINO,16/01/1995,AS Monaco (FRA),174,"Izumisano, Japan",34.4068926,135.3273027
Japan,11,Midfielder,KUBO Takefusa,Takefusa,KUBO,KUBO,4/6/2001,Real Sociedad (ESP),173,"Kawasaki, Kanagawa, Japan",35.5308325,139.7029125
Japan,12,Goalkeeper,GONDA Shuichi,Shuichi,GONDA,GONDA,3/3/1989,Shimizu S-Pulse (JPN),187,"Setagaya, Tokyo, Japan",35.6465615,139.6532924
Japan,13,Midfielder,MORITA Hidemasa,Hidemasa,MORITA,MORITA,10/5/1995,Sporting CP (POR),177,"Takatsuki, Osaka, Japan",34.846193,135.6174134
Japan,14,Midfielder,ITO Junya,Junya,ITO,ITO,9/3/1993,Stade Reims (FRA),176,"Yokosuka, Kanagawa, Japan",35.281498,139.6721655
Japan,15,Midfielder,KAMADA Daichi,Daichi,KAMADA,KAMADA,5/8/1996,Eintracht Frankfurt (GER),180,"Ehime, Japan",33.6025306,132.7857583
Japan,16,Defender,TOMIYASU Takehiro,Takehiro,TOMIYASU,TOMIYASU,5/11/1998,Arsenal FC (ENG),187,"Fukuoka, Japan",33.5901838,130.4016888
Japan,17,Midfielder,TANAKA Ao,Ao,TANAKA,TANAKA,10/9/1998,Fortuna Düsseldorf (GER),180,"Miyamae-ku, Kawasaki, Japan",35.5857512,139.5738364
Japan,18,Forward,ASANO Takuma,Takuma,ASANO,ASANO,10/11/1994,VfL Bochum (GER),173,"Komono, Japan",35.0199868,136.5073674
Japan,19,Defender,SAKAI Hiroki,Hiroki,SAKAI,SAKAI,12/4/1990,Urawa Reds (JPN),185,"Kashiwa, Japan",35.8675958,139.9757575
Japan,20,Forward,MACHINO Shuto,Shuto,MACHINO,MACHINO,30/09/1999,Shonan Bellmare (JPN),185,"Iga, Mie, Japan",34.7685703,136.1298712
Japan,21,Forward,UEDA Ayase,Ayase,UEDA,UEDA,28/08/1998,Cercle Brugge (BEL),182,"Mito, Ibaraki, Japan",36.3658764,140.4713723
Japan,22,Defender,YOSHIDA Maya,Maya,YOSHIDA,YOSHIDA,24/08/1988,FC Schalke 04 (GER),189,"Nagasaki, Japan",32.7503334,129.8778888
Japan,23,Goalkeeper,SCHMIDT Daniel,Daniel Yuji,YABUKI,SCHMIDT,3/2/1992,Sint-Truiden VV (BEL),197,"Illinois, United States",40.6331249,-89.3985283
Japan,24,Midfielder,SOMA Yuki,Yuki,SOMA,SOMA,25/02/1997,Nagoya Grampus (JPN),166,"Tokyo, Japan",35.6761919,139.6503106
Japan,25,Forward,MAEDA Daizen,Daizen,MAEDA,MAEDA,20/10/1997,Celtic FC (SCO),173,"Taishi, Osaka, Japan",34.6468184,135.5033929
Japan,26,Defender,ITO Hiroki,Hiroki,ITO,H. ITO,12/5/1999,VfB Stuttgart (GER),188,"Hamamatsu, Japan",34.7102752,137.7274159
South Korea,1,Goalkeeper,KIM Seunggyu,Seunggyu,KIM,S G KIM,30/09/1990,Al Shabab FC (KSA),187,"Ulsan, South Korea",35.5383773,129.3113596
South Korea,2,Defender,YOON Jonggyu,Jonggyu,YOON,J G YOON,20/03/1998,FC Seoul (KOR),173,"Pohang, South Korea",36.0190178,129.3434808
South Korea,3,Defender,KIM Jinsu,Jin Su,KIM,J S KIM,13/06/1992,Jeonbuk Hyundai FC (KOR),177,"Jeonju, Jeonbuk, South Korea",35.8242238,127.1479532
South Korea,4,Defender,KIM Minjae,Minjae,KIM,M J KIM,15/11/1996,SSC Napoli (ITA),189,"Tongyeong, South Korea",34.8544227,128.433182
South Korea,5,Midfielder,JUNG Wooyoung,Wooyoung,JUNG,W Y JUNG,14/12/1989,Al Sadd SC (QAT),188,"Ulsan, South Korea",35.5383773,129.3113596
South Korea,6,Midfielder,HWANG Inbeom,Inbeom,HWANG,I B HWANG,20/09/1996,Olympiacos Piraeus FC (GRE),177,"Daejeon, South Korea",36.3504119,127.3845475
South Korea,7,Midfielder,SON Heungmin,Heung Min,SON,H M SON,8/7/1992,Tottenham Hotspur FC (ENG),183,"Chuncheon, South Korea",37.8813153,127.7299707
South Korea,8,Midfielder,PAIK Seungho,Seungho,PAIK,S H PAIK,17/03/1997,Jeonbuk Hyundai FC (KOR),182,"Seoul, South Korea",37.566535,126.9779692
South Korea,9,Forward,CHO Guesung,Guesung,CHO,G S CHO,25/01/1998,Jeonbuk Hyundai FC (KOR),188,"Ansan, Gyeonggi, South Korea",37.3218778,126.8308848
South Korea,10,Midfielder,LEE Jaesung,Jae Sung,LEE,J S LEE,10/8/1992,FSV Mainz 05 (GER),180,"Ulsan, South Korea",35.5383773,129.3113596
South Korea,11,Midfielder,HWANG Heechan,Hee Chan,HWANG,H C HWANG,26/01/1996,Wolverhampton Wanderers FC (ENG),177,"Chuncheon, Gangwon, South Korea",37.8813153,127.7299707
South Korea,12,Goalkeeper,SONG Bumkeun,Bumkeun,SONG,B K SONG,15/10/1997,Jeonbuk Hyundai FC (KOR),196,"Seongnam, South Korea",37.4449168,127.1388684
South Korea,13,Midfielder,SON Junho,Junho,SON,J H SON,12/5/1992,Shandong Luneng Taishan FC (CHN),178,"Yeongdeok, South Korea",36.41507989999999,129.3659681
South Korea,14,Defender,HONG Chul,Chul,HONG,C HONG,17/09/1990,Daegu FC (KOR),177,"Hwaseong, Gyeonggi, South Korea",37.1994932,126.8311887
South Korea,15,Defender,KIM Moonhwan,Moonhwan,KIM,M H KIM,1/8/1995,Jeonbuk Hyundai FC (KOR),173,"Hwaseong, South Korea",37.1994932,126.8311887
South Korea,16,Forward,HWANG Uijo,Ui Jo,HWANG,U J HWANG,28/08/1992,Olympiacos Piraeus FC (GRE),184,"Seongnam, Gyeonggi, South Korea",37.4449168,127.1388684
South Korea,17,Midfielder,NA Sangho,Sangho,,S H NA,12/8/1996,FC Seoul (KOR),173,"Damyang, South Korea",35.3211394,126.9881673
South Korea,18,Midfielder,LEE Kangin,Kangin,LEE,K I LEE,19/02/2001,RCD Mallorca (ESP),173,"Incheon, South Korea",37.4562557,126.7052062
South Korea,19,Defender,KIM Younggwon,Younggwon,KIM,Y G KIM,27/02/1990,Ulsan Hyundai FC (KOR),186,"Jeonju, Jeonbuk, South Korea",35.8242238,127.1479532
South Korea,20,Defender,KWON Kyungwon,Kyungwon,KWON,K W KWON,31/01/1992,Gamba Osaka (JPN),187,"Seoul, South Korea",37.566535,126.9779692
South Korea,21,Goalkeeper,JO Hyeonwoo,Hyeonwoo,JO,H W JO,25/09/1991,Ulsan Hyundai FC (KOR),189,"Seoul, South Korea",37.566535,126.9779692
South Korea,22,Midfielder,KWON Changhoon,Changhoon,KWON,C H KWON,30/06/1994,Gimcheon Sangmu FC (KOR),174,"Seoul, South Korea",37.566535,126.9779692
South Korea,23,Defender,KIM Taehwan,Taehwan,KIM,T H KIM,24/07/1989,Ulsan Hyundai FC (KOR),177,"Gwangju, South Korea",35.1595454,126.8526012
South Korea,24,Defender,CHO Yumin,Yumin,CHO,Y M CHO,17/11/1996,Daejeon Citizen FC (KOR),182,South Korea,35.907757,127.766922
South Korea,25,Midfielder,JEONG Wooyeong,Wooyeong,JEONG,W Y JEONG,20/09/1999,SC Freiburg (GER),180,"Incheon, South Korea",37.4562557,126.7052062
South Korea,26,Midfielder,SONG Minkyu,Minkyu,SONG,M K SONG,12/9/1999,Jeonbuk Hyundai FC (KOR),179,"Nonsan, South Korea",36.1870656,127.0987453
Mexico,1,Goalkeeper,TALAVERA Alfredo,Alfredo,TALAVERA DIAZ,A. TALAVERA,18/09/1982,FC Juárez (MEX),188,"La Barca, Jalisco, Mexico",20.2906606,-102.5458219
Mexico,2,Defender,ARAUJO Nestor,Nestor Alejandro,ARAUJO RAZO,N. ARAUJO,29/08/1991,Club América (MEX),187,"Guadalajara, Jalisco, Mexico",20.6596988,-103.3496092
Mexico,3,Defender,MONTES Cesar,Cesar Jasib,MONTES CASTRO,C. MONTES,24/02/1997,CF Monterrey (MEX),191,"Hermosillo, Sonora, Mexico",29.0729673,-110.9559192
Mexico,4,Defender,ALVAREZ Edson,Edson Omar,ALVAREZ VELAZQUEZ,E. ALVAREZ,24/10/1997,AFC Ajax (NED),180,"Tlalnepantla, Mexico",19.5345279,-99.1907364
Mexico,5,Defender,VASQUEZ Johan,Johan Felipe,VASQUEZ IBARRA,J. VASQUEZ,22/10/1998,US Cremonese (ITA),182,"Navojoa, Sonora, Mexico",27.0727573,-109.4437493
Mexico,6,Defender,ARTEAGA Gerardo,Gerardo Daniel,ARTEAGA ZAMORA,G. ARTEAGA,7/9/1998,KRC Genk (BEL),175,"Zapopan, Jalisco, Mexico",20.6719563,-103.416501
Mexico,7,Midfielder,ROMO Luis,Luis Francisco,ROMO BARRON,L. ROMO,5/6/1995,CF Monterrey (MEX),183,"Ahome, Sinaloa, Mexico",25.9197727,-109.1746261
